Date,TV_Spend,Digital_Spend,Social_Media_Spend,Print_Spend,Discount_Applied,Sales,Units_Sold,Campaign_Type,Product_Type,Region
2024-03-08,47038,66863,7340,13498,5,235730.3,4565,Discount Offer,Dog Food,South
2024-06-21,52674,60712,31179,13131,20,253911.9,6161,Brand Awareness,Cat Food,East
2024-01-12,39831,21273,32873,13723,15,179346.4,6085,Brand Awareness,Cat Toys,East
2024-10-14,67174,21284,5597,17409,20,202022.3,4453,Brand Awareness,Dog Food,East
2024-05-07,21279,40692,34119,7696,5,162396.4,6789,Brand Awareness,Dog Food,West
2024-04-05,48220,23817,20025,9687,5,181663.2,4165,Brand Awareness,Cat Food,East
2024-04-01,70610,43955,12145,12321,20,243951.6,6741,Seasonal Sale,Dog Food,East
2024-05-20,62719,41555,12694,12013,5,233546.59999999998,6252,Brand Awareness,Cat Food,West
2024-01-31,63051,35378,9830,12704,10,224906.4,4877,Brand Awareness,Cat Food,South
2024-11-29,66652,65830,28930,10571,15,295713.1,4244,Seasonal Sale,Dog Toys,South
2024-01-20,75524,56182,28752,12336,15,297884.0,5894,Discount Offer,Dog Food,North
2024-05-25,16470,32127,15489,5058,5,117538.1,5356,New Product Launch,Dog Toys,South
2024-11-11,77598,64614,37692,19636,15,328658.0,4942,Seasonal Sale,Dog Food,East
2024-06-08,51798,32952,20768,19888,10,218057.40000000002,6868,New Product Launch,Dog Toys,South
2024-12-14,63473,26539,7160,14765,5,202231.0,6554,New Product Launch,Cat Food,West
2024-02-12,29880,61761,25133,6140,10,194474.1,5952,Seasonal Sale,Cat Food,South
2024-09-10,54439,61219,27870,15002,10,265796.7,6971,Brand Awareness,Cat Food,South
2024-05-09,24308,29692,29496,19093,15,169344.5,5282,New Product Launch,Cat Food,North
2024-02-29,45081,33120,7368,16390,15,181635.6,5745,Brand Awareness,Dog Food,North
2024-05-30,60383,28334,34203,16668,20,238283.40000000002,4409,Discount Offer,Cat Toys,East
2024-10-13,19837,43615,16552,17686,10,155351.5,6357,Seasonal Sale,Dog Food,West
2024-01-05,62151,22903,10608,7562,15,198789.30000000002,6115,New Product Launch,Dog Toys,East
2024-09-22,46824,43527,27485,7852,10,216911.7,6161,Brand Awareness,Dog Food,West
2024-12-10,43073,30629,14862,11641,20,177653.0,6267,New Product Launch,Dog Food,West
2024-05-09,36299,32740,15412,5941,10,152317.5,6267,Discount Offer,Dog Toys,North
2024-09-23,68861,48782,26354,17815,5,275527.3,5496,Discount Offer,Cat Food,South
2024-06-26,40063,41708,11344,11541,20,181581.9,6777,New Product Launch,Dog Toys,South
2024-09-09,79453,25860,22993,14966,20,251224.2,6796,Seasonal Sale,Dog Toys,North
2024-02-25,78472,32438,33682,12430,10,274633.4,6990,Discount Offer,Cat Toys,East
2024-03-23,24506,16764,33415,6421,10,133392.1,4385,Brand Awareness,Cat Toys,South
2024-04-08,36026,21009,24323,10765,15,159256.6,4929,Discount Offer,Cat Food,East
2024-05-28,37672,35842,22997,18838,5,187484.2,4404,Brand Awareness,Dog Toys,South
2024-11-24,48417,57372,8679,5435,20,217742.3,4491,New Product Launch,Dog Toys,East
2024-06-04,62413,63780,34489,5839,20,277633.7,4356,Brand Awareness,Dog Toys,West
2024-07-08,75066,48435,14488,9001,20,256465.2,4214,New Product Launch,Dog Food,West
2024-09-19,69213,18370,8996,17647,15,202108.90000000002,5403,Discount Offer,Cat Toys,South
2024-03-20,60971,53744,10695,10248,5,246233.8,4751,Seasonal Sale,Cat Toys,East
2024-09-08,37281,65546,35204,9959,20,233853.69999999998,4826,Discount Offer,Cat Food,East
2024-04-06,38091,35454,28382,15873,20,190343.7,5237,Discount Offer,Cat Toys,West
2024-09-16,60494,56381,19235,6650,15,245532.5,5121,Discount Offer,Cat Toys,East
2024-09-16,28610,53367,7366,10828,10,176904.5,6575,Discount Offer,Cat Food,North
2024-04-12,11079,18650,32467,14437,20,113408.09999999999,6963,Seasonal Sale,Dog Toys,East
2024-02-09,56751,60117,11764,7261,5,237514.4,4665,Discount Offer,Dog Food,West
2024-09-29,65432,40708,30360,14107,5,260649.7,6757,Brand Awareness,Cat Food,North
2024-04-10,40951,57662,36923,15831,5,244426.7,6028,Seasonal Sale,Cat Toys,North
2024-12-24,69872,67772,35175,10894,5,302460.4,6582,Seasonal Sale,Cat Food,East
2024-11-03,17235,18190,21292,11278,15,119033.2,4553,Brand Awareness,Cat Toys,West
2024-08-08,72712,63113,6614,8889,20,275311.19999999995,5572,New Product Launch,Dog Toys,West
2024-11-03,31473,23789,25939,11897,15,148567.0,4327,Discount Offer,Dog Toys,West
2024-05-03,77567,47125,23800,17673,5,292948.8,6949,Seasonal Sale,Dog Toys,North
2024-08-18,42230,48159,28246,6326,5,203263.30000000002,5188,Discount Offer,Cat Toys,West
2024-06-26,78876,32459,36688,10901,5,281632.2,4149,Discount Offer,Cat Food,North
2024-03-03,50644,50418,32962,8358,15,238373.19999999998,5055,Brand Awareness,Cat Toys,North
2024-04-25,58664,61368,34764,6585,5,273357.3,4656,Brand Awareness,Dog Toys,South
2024-07-09,55203,62085,37470,18500,20,285965.5,6853,Brand Awareness,Dog Toys,East
2024-03-02,76677,33768,8216,16560,5,242161.2,5936,Discount Offer,Dog Toys,West
2024-09-12,35425,64961,27072,10645,20,230933.4,4292,Seasonal Sale,Cat Toys,North
2024-01-07,79806,30563,33242,5388,20,269667.69999999995,6966,Seasonal Sale,Dog Food,East
2024-06-03,52814,42885,22861,7791,5,211348.80000000002,6736,New Product Launch,Dog Toys,North
2024-04-01,59646,36885,9960,8332,15,209998.7,4956,Discount Offer,Cat Food,East
2024-01-14,49884,21895,23781,5703,10,176908.0,5084,New Product Launch,Dog Toys,North
2024-08-16,79322,65311,36126,10834,10,327836.10000000003,5612,New Product Launch,Cat Toys,West
2024-03-26,31650,38958,27578,7820,20,181104.6,4415,New Product Launch,Cat Food,South
2024-05-12,19190,16531,22883,13053,15,120614.40000000001,6645,New Product Launch,Cat Toys,South
2024-07-01,48196,20481,34782,9959,10,198376.8,6054,New Product Launch,Dog Food,South
2024-03-02,49449,38932,21979,6059,5,203451.69999999998,4917,Discount Offer,Dog Food,North
2024-08-06,49661,36360,38746,17366,5,231206.80000000002,4084,Brand Awareness,Cat Toys,East
2024-09-02,39709,69847,5730,14490,20,225224.5,6821,New Product Launch,Dog Toys,West
2024-08-17,19943,58642,5056,6301,15,151913.30000000002,4956,Seasonal Sale,Cat Food,West
2024-03-19,53240,39829,36457,13865,15,234717.4,5421,Discount Offer,Dog Toys,North
2024-05-28,55760,34932,7243,15551,10,205054.7,5935,New Product Launch,Cat Toys,South
2024-05-17,31042,53931,6701,12696,10,173559.30000000002,5794,Seasonal Sale,Cat Toys,North
2024-11-09,53894,53032,13303,9299,5,231198.5,5416,New Product Launch,Dog Toys,East
2024-03-05,16869,65383,20100,18272,20,191977.7,5070,Brand Awareness,Cat Food,South
2024-01-13,71078,30890,5947,11071,15,224260.5,5521,Discount Offer,Cat Food,North
2024-07-31,66759,33807,25505,9112,10,241874.7,6653,Brand Awareness,Cat Food,East
2024-08-29,54306,26767,11553,12881,10,189564.2,5501,Seasonal Sale,Cat Food,South
2024-07-31,65371,23071,38525,17763,20,247725.8,6473,New Product Launch,Cat Food,West
2024-06-29,30918,68413,19866,16774,20,221995.1,6473,Brand Awareness,Dog Food,East
2024-12-03,38379,41149,35472,14208,5,203987.69999999998,4735,Brand Awareness,Dog Food,West
2024-06-21,12962,30540,10651,13401,20,115327.3,6838,New Product Launch,Cat Toys,East
2024-06-08,23851,50676,12273,5498,5,156264.4,6562,Discount Offer,Dog Food,South
2024-06-12,55747,19712,15033,13620,5,185988.6,5152,Seasonal Sale,Cat Food,North
2024-07-06,62349,41201,8535,12245,20,218853.0,5272,Discount Offer,Cat Food,North
2024-07-09,66356,59958,23677,16831,20,280913.5,4740,Seasonal Sale,Cat Food,North
2024-11-03,24745,68035,22488,16343,20,204114.40000000002,5862,Seasonal Sale,Cat Toys,North
2024-09-12,15730,34899,5908,18617,20,125998.8,4130,Brand Awareness,Cat Toys,East
2024-07-01,23921,34787,9617,7105,20,134483.4,5763,New Product Launch,Dog Toys,North
2024-04-26,29023,35982,35431,14745,5,181995.7,5712,Discount Offer,Dog Food,North
2024-10-08,55349,69160,28453,10327,10,279738.30000000005,4322,Brand Awareness,Dog Food,East
2024-07-14,51979,37606,21020,10630,15,210090.0,4822,Brand Awareness,Dog Toys,East
2024-02-03,32837,25150,31562,8206,15,156057.0,4542,Brand Awareness,Dog Toys,South
2024-02-21,24997,35393,29373,19155,5,174727.6,6113,Discount Offer,Dog Food,East
2024-04-21,55039,66887,35164,12137,5,276042.0,6765,Brand Awareness,Cat Food,West
2024-09-08,30923,52259,6885,7569,10,168042.4,5855,New Product Launch,Dog Food,South
2024-03-22,18876,61687,6049,7628,20,161036.09999999998,6078,Brand Awareness,Cat Food,South
2024-08-19,70973,61936,6161,15068,5,273749.0,4884,Brand Awareness,Cat Toys,North
2024-08-14,12887,42750,5815,18186,15,127483.6,4190,Seasonal Sale,Dog Food,North
2024-08-20,73723,23593,32498,18394,20,258475.5,4414,Brand Awareness,Dog Food,West
2024-08-08,52422,32358,30037,11764,5,220313.8,5838,Discount Offer,Cat Toys,North
2024-02-11,61413,31607,18942,6067,20,218956.6,6794,Discount Offer,Cat Toys,East
2024-01-21,12841,52381,32278,6506,15,164469.7,5813,New Product Launch,Cat Toys,East
2024-02-11,38756,39811,13272,8013,20,173090.19999999998,5760,Discount Offer,Cat Toys,North
2024-04-22,20304,43074,38637,14859,5,184832.3,5069,Discount Offer,Cat Toys,North
2024-04-14,40341,35595,12741,17780,5,182877.7,5721,Brand Awareness,Dog Toys,East
2024-07-10,14758,59194,9694,11642,15,150471.0,4374,New Product Launch,Dog Toys,South
2024-01-17,27010,64377,35306,17892,10,221001.90000000002,4557,Discount Offer,Cat Toys,West
2024-04-29,70758,41853,6934,9066,10,231085.9,5280,New Product Launch,Cat Toys,West
2024-05-08,41658,23183,26556,5947,20,169673.40000000002,5944,New Product Launch,Cat Toys,South
2024-05-09,59002,35661,23907,9389,5,225375.8,5596,Seasonal Sale,Cat Toys,West
2024-02-29,11375,65493,11159,13143,5,165434.59999999998,5128,Seasonal Sale,Cat Food,North
2024-02-17,32092,68188,34158,6171,15,224885.7,5360,Brand Awareness,Cat Food,North
2024-01-29,10490,56169,25293,11114,15,161584.5,5324,Discount Offer,Cat Toys,North
2024-04-06,13729,51495,38932,5171,5,166873.0,5100,Brand Awareness,Cat Toys,West
2024-01-10,15974,28703,38387,10682,15,151856.1,5534,Brand Awareness,Dog Food,South
2024-08-29,31398,68080,8066,17818,10,203828.0,5253,New Product Launch,Cat Toys,North
2024-11-09,44650,45815,26256,14335,10,212119.2,5702,New Product Launch,Cat Toys,South
2024-08-19,31292,44565,10594,15051,20,164885.4,6625,New Product Launch,Dog Toys,East
2024-10-03,13159,66955,7460,10856,15,165361.1,4031,Brand Awareness,Cat Food,East
2024-10-10,72766,37942,11820,11209,20,235595.9,5631,Discount Offer,Cat Toys,East
2024-07-21,27065,57986,21191,15380,15,195692.2,4057,Brand Awareness,Cat Food,West
2024-09-03,31638,48161,24095,15685,15,197057.0,5127,Brand Awareness,Cat Food,West
2024-10-16,11073,63760,15529,8577,10,159235.5,4311,Brand Awareness,Dog Food,North
2024-09-20,56511,56803,37175,13380,5,264300.5,5752,Seasonal Sale,Cat Food,East
2024-08-01,39320,24716,22675,9076,15,169925.6,6001,Seasonal Sale,Cat Food,South
2024-07-18,79876,56563,10374,5157,15,273515.0,6737,Discount Offer,Cat Toys,West
2024-03-19,44924,48349,30976,12777,15,226686.40000000002,5397,Seasonal Sale,Dog Toys,South
2024-12-08,50734,62098,18142,7717,5,232494.1,5782,Brand Awareness,Cat Toys,South
2024-12-09,78116,57899,17204,15162,20,297540.5,6282,Seasonal Sale,Cat Toys,North
2024-06-21,50025,15132,12394,13437,20,167919.5,6690,Seasonal Sale,Dog Toys,North
2024-03-09,12159,66990,38593,16095,15,201416.1,5412,Brand Awareness,Dog Toys,South
2024-03-27,58940,62752,16652,7795,15,259500.9,5431,Discount Offer,Dog Food,South
2024-04-10,24678,18385,38740,12200,20,156718.5,4801,Seasonal Sale,Dog Toys,South
2024-01-08,71075,51538,5443,12528,20,252771.4,4238,Brand Awareness,Cat Toys,South
2024-11-28,57204,50036,28903,17016,10,253970.2,5775,Brand Awareness,Dog Toys,East
2024-07-18,22021,48743,38522,7377,15,185873.6,5318,Brand Awareness,Dog Toys,South
2024-03-27,16772,55373,33180,19847,20,186044.2,4111,New Product Launch,Dog Toys,West
2024-02-12,77163,22213,26119,14041,10,250571.4,6523,Brand Awareness,Cat Food,North
2024-04-18,33464,59223,15363,6810,5,189189.1,6351,Seasonal Sale,Dog Food,West
2024-05-31,61137,41119,36541,10190,15,257148.7,5328,Seasonal Sale,Cat Food,North
2024-01-17,40232,17835,8465,10432,20,142210.7,4289,Brand Awareness,Cat Food,North
2024-05-12,71497,17738,7711,17178,15,207675.0,6255,New Product Launch,Dog Food,North
2024-05-27,61448,57317,30198,12895,10,275230.6,6915,New Product Launch,Cat Food,West
2024-10-03,10901,19134,27488,7126,20,97407.20000000001,5809,New Product Launch,Dog Toys,North
2024-08-19,12881,40892,28608,17456,5,155086.2,4581,Seasonal Sale,Dog Food,South
2024-11-09,39863,54601,32898,11953,5,224117.4,4369,New Product Launch,Cat Food,South
2024-12-31,15622,23353,6919,8030,10,92862.3,4219,Discount Offer,Cat Toys,East
2024-08-15,11378,30690,36171,11323,5,131899.5,6849,Discount Offer,Cat Food,East
2024-05-18,55201,16909,25599,10747,5,198085.0,6866,New Product Launch,Cat Toys,East
2024-07-29,69251,40703,21965,15499,5,260063.4,5896,Discount Offer,Dog Toys,South
2024-01-28,49255,29496,19434,10605,5,184065.3,4348,Brand Awareness,Cat Toys,West
2024-02-20,73212,27062,6999,10891,5,223764.9,6302,New Product Launch,Cat Food,East
2024-09-17,60210,24850,19849,8076,5,199270.4,4451,New Product Launch,Cat Food,South
2024-09-17,32499,42701,15903,7344,5,171551.5,6189,New Product Launch,Cat Food,North
2024-12-15,61628,49731,10445,5619,20,234975.4,4088,Brand Awareness,Dog Food,West
2024-12-17,71360,20153,23040,16094,5,224988.9,4870,Brand Awareness,Dog Food,West
2024-01-08,14603,25481,5246,7407,20,89855.4,5159,New Product Launch,Cat Food,South
2024-11-15,22632,48734,36153,11260,15,181210.6,6042,Seasonal Sale,Cat Food,South
2024-05-17,40607,15889,10212,17644,10,151431.3,5874,Seasonal Sale,Dog Toys,North
2024-02-07,75756,34445,8339,8004,5,228451.69999999998,4522,Discount Offer,Dog Food,North
2024-04-20,56994,21461,28142,8914,10,204349.3,6707,Brand Awareness,Dog Food,North
2024-08-07,73382,53934,24394,15678,5,279255.6,6998,Discount Offer,Dog Food,West
2024-12-02,66344,43205,17186,16594,20,253913.1,4909,Discount Offer,Cat Toys,West
2024-08-10,63775,38351,39607,8596,5,259286.5,4441,New Product Launch,Cat Food,East
2024-05-15,17349,31006,9395,14869,15,119866.9,4037,Seasonal Sale,Dog Toys,East
2024-09-12,37464,59149,20290,18499,10,217959.4,5880,Discount Offer,Dog Toys,East
2024-12-25,52624,64112,27151,9039,10,251736.1,4209,New Product Launch,Cat Food,West
2024-11-24,47344,25940,8691,6304,15,163678.6,6560,Brand Awareness,Cat Food,North
2024-02-18,34299,26258,12470,10630,20,152973.0,5600,Discount Offer,Dog Toys,East
2024-10-18,57975,39485,8841,17285,20,223736.2,4980,Seasonal Sale,Cat Toys,North
2024-11-19,11462,38763,22776,18777,15,148924.4,4380,Brand Awareness,Dog Toys,North
2024-03-18,50581,55048,11060,12282,10,220032.2,6875,New Product Launch,Cat Toys,North
2024-04-14,24175,16067,32584,15155,5,135714.8,5560,Brand Awareness,Cat Toys,East
2024-06-17,16191,35607,9300,8307,20,124256.2,6906,Discount Offer,Dog Food,East
2024-08-04,76537,58883,8338,6361,5,267632.2,4393,Brand Awareness,Cat Food,North
2024-04-28,57645,24018,10487,11665,10,185308.9,5073,Brand Awareness,Dog Food,East
2024-07-08,33283,63521,34529,9294,5,226605.69999999998,4395,Brand Awareness,Cat Toys,South
2024-09-11,69123,61946,35262,6787,15,299557.10000000003,5776,Seasonal Sale,Dog Toys,East
2024-09-22,40024,30187,16280,6073,20,162272.8,6079,Discount Offer,Dog Food,North
2024-05-28,59630,52375,33804,14357,20,259212.0,4544,New Product Launch,Dog Toys,North
2024-06-12,40734,18985,14915,10902,15,155721.7,6759,Seasonal Sale,Cat Toys,West
2024-05-19,10515,58052,16158,8599,15,156034.5,5084,Discount Offer,Dog Toys,West
2024-12-12,76727,34563,13621,18825,20,251724.2,4552,New Product Launch,Dog Food,North
2024-09-14,56216,62322,15547,15909,20,261539.3,5464,New Product Launch,Cat Toys,South
2024-09-25,68755,52306,28177,16345,20,285797.9,5153,New Product Launch,Cat Food,West
2024-06-29,37856,66514,7459,17318,10,212081.59999999998,5377,Discount Offer,Dog Food,North
2024-06-08,34162,33608,33768,8055,10,187579.1,6245,New Product Launch,Dog Food,West
2024-12-16,16008,54139,22434,11476,10,160160.9,6846,New Product Launch,Cat Food,West
2024-10-14,17987,16726,20419,5659,5,109094.7,5686,Seasonal Sale,Cat Toys,North
2024-10-14,72532,41582,7921,11320,10,245457.2,5739,New Product Launch,Cat Food,East
2024-08-13,13332,20791,9676,11513,20,93831.0,4693,Brand Awareness,Dog Food,South
2024-01-11,76323,23458,25425,9642,10,240739.2,6194,Seasonal Sale,Cat Toys,East
2024-01-10,48990,32221,18463,15774,20,193495.5,5739,Seasonal Sale,Dog Toys,North
2024-09-27,19873,63506,30474,14321,15,193727.9,4497,Discount Offer,Dog Food,North
2024-09-29,46444,35968,6469,19432,5,181795.0,6095,New Product Launch,Dog Toys,South
2024-07-01,45340,32070,12292,11373,5,177248.69999999998,6817,Brand Awareness,Cat Food,North
2024-06-01,15033,42937,30409,15466,15,162826.9,6698,Brand Awareness,Cat Toys,West
2024-11-10,25689,64508,28526,9466,20,202345.80000000002,5195,New Product Launch,Cat Food,South
2024-11-29,10066,56831,28465,18411,5,169511.6,4612,New Product Launch,Dog Toys,East
2024-05-03,55246,57933,35955,14660,10,264101.5,6746,Discount Offer,Dog Food,South
2024-04-23,17533,62307,31785,10587,20,194489.2,5338,Brand Awareness,Cat Toys,East
2024-10-04,69658,63340,26033,15294,5,294217.0,4375,Seasonal Sale,Cat Food,North
2024-07-31,48498,52415,11931,16458,15,214249.5,4805,Discount Offer,Dog Toys,East
2024-06-20,21772,57770,6091,7471,20,157367.30000000002,4920,Discount Offer,Dog Toys,East
2024-10-14,59036,35802,30772,19650,5,235915.4,4874,Seasonal Sale,Dog Food,East
2024-06-22,68531,58601,21363,14343,15,285402.4,6857,Discount Offer,Dog Toys,South
2024-04-22,22940,25420,33490,11175,20,146970.5,5443,New Product Launch,Cat Toys,West
2024-05-01,26932,21642,5260,13284,10,114097.4,6952,Seasonal Sale,Dog Toys,East
2024-02-01,66827,34775,15456,15758,20,236744.5,5419,Seasonal Sale,Dog Food,South
2024-08-09,71431,43754,27320,6281,10,259778.1,5545,Brand Awareness,Cat Food,South
2024-04-28,34648,58310,18435,16092,20,209445.2,5210,Seasonal Sale,Cat Toys,West
2024-02-08,42966,19357,32025,19213,15,181418.8,5005,Discount Offer,Cat Food,South
2024-09-24,37777,36263,33109,18531,10,195742.4,6080,Brand Awareness,Cat Food,North
2024-08-20,42567,69471,25754,15991,10,246087.4,6116,Discount Offer,Dog Toys,North
2024-01-18,27174,63367,9301,8177,20,176389.40000000002,4591,New Product Launch,Dog Toys,North
2024-05-28,52598,28201,12207,10667,5,191101.6,5214,New Product Launch,Dog Food,West
2024-05-28,69199,17739,32920,9511,10,222149.6,6148,Brand Awareness,Dog Toys,South
2024-05-05,23798,28231,27203,15796,20,153103.7,5508,Brand Awareness,Dog Toys,North
2024-10-28,75364,57278,26545,8881,15,283416.1,5308,Discount Offer,Cat Food,East
2024-12-25,27558,57495,29016,7413,20,190827.0,4913,New Product Launch,Cat Toys,South
2024-08-25,71084,36168,36098,6544,20,265041.0,6780,Brand Awareness,Dog Toys,North
2024-05-14,54237,47624,13556,16722,10,221315.40000000002,4389,New Product Launch,Cat Toys,South
2024-05-30,75497,25635,25102,15838,5,243636.7,4159,New Product Launch,Dog Toys,North
2024-08-23,10178,24964,6924,19666,15,95738.40000000001,4891,New Product Launch,Dog Toys,East
2024-08-11,27118,42785,24479,9784,10,170193.69999999998,5070,Discount Offer,Dog Food,South
2024-07-21,32616,44510,23922,10761,10,187404.5,5469,Discount Offer,Dog Toys,North
2024-09-12,10798,32261,23660,12874,10,131206.9,4695,New Product Launch,Dog Food,North
2024-03-26,17601,34254,14945,15250,15,136423.0,4757,New Product Launch,Cat Food,East
2024-05-29,35363,26392,5306,11961,5,142216.3,6570,New Product Launch,Cat Toys,East
2024-08-22,12795,27336,27959,10626,15,125682.4,6779,Seasonal Sale,Dog Toys,North
2024-12-10,55264,26939,9231,9514,15,181146.1,6202,Seasonal Sale,Dog Food,North
2024-01-22,13084,42412,17207,6145,5,131438.9,4338,Discount Offer,Cat Food,West
2024-12-13,10731,31676,11336,14102,15,115354.4,5976,New Product Launch,Dog Toys,West
2024-10-11,11129,24843,14630,16498,20,100802.3,4794,Seasonal Sale,Dog Food,South
2024-09-25,38022,60591,22256,10450,15,221419.7,5722,Brand Awareness,Dog Food,South
2024-09-14,11605,40112,38909,6566,10,153514.4,5597,Brand Awareness,Cat Food,West
2024-01-29,54130,45598,38719,15587,15,258275.5,4898,New Product Launch,Dog Toys,North
2024-07-31,39265,50454,35013,8005,10,224589.1,5167,Seasonal Sale,Dog Toys,East
2024-10-09,42330,48001,19455,9507,15,210402.2,4102,Brand Awareness,Cat Toys,South
2024-02-19,78469,42228,9722,18535,10,271263.9,6859,Discount Offer,Dog Toys,North
2024-04-04,25187,29429,17812,9248,10,135843.7,4092,Brand Awareness,Dog Food,East
2024-03-28,35791,33758,35276,18523,10,198112.5,4974,Discount Offer,Cat Toys,East
2024-02-13,49867,17272,15060,13283,5,176354.3,5447,Brand Awareness,Cat Toys,North
2024-10-04,10893,32350,18056,8992,15,109841.4,4118,Brand Awareness,Dog Toys,North
2024-06-19,29773,65041,11655,13522,15,198723.7,6032,Seasonal Sale,Cat Toys,South
2024-07-07,14239,68015,27574,13027,20,197834.0,6076,Brand Awareness,Dog Food,West
2024-12-18,30863,37538,18027,10760,20,160449.4,5534,Brand Awareness,Dog Food,North
2024-07-02,61415,18400,9030,14146,20,188370.6,6919,Discount Offer,Cat Food,West
2024-01-03,78968,30371,29243,16972,15,264298.30000000005,5389,Discount Offer,Dog Food,South
2024-07-09,70430,52310,38289,15793,5,299772.1,6847,Brand Awareness,Cat Food,West
2024-04-27,11515,51291,24739,13045,10,160142.80000000002,4474,New Product Launch,Cat Toys,West
2024-01-19,24605,33147,39168,7977,15,161333.80000000002,6610,Brand Awareness,Cat Food,East
2024-01-23,66240,18291,35013,10347,5,233160.80000000002,4434,Brand Awareness,Dog Toys,South
2024-01-30,15586,50256,11579,9289,5,150091.7,6851,Seasonal Sale,Cat Food,North
2024-10-21,41186,25892,23242,5529,15,161670.3,5257,Brand Awareness,Dog Toys,West
2024-04-17,36928,49326,9781,7892,10,185600.40000000002,4054,Brand Awareness,Cat Toys,South
2024-10-07,30711,52458,25448,14458,5,203940.4,4930,Discount Offer,Cat Food,East
2024-05-07,64962,53889,26446,12443,15,273835.0,5315,Discount Offer,Dog Food,East
2024-08-16,30039,66428,16043,14665,10,209230.1,6799,Discount Offer,Dog Toys,West
2024-04-20,46561,59966,24853,9734,20,232165.0,4311,Discount Offer,Cat Toys,West
2024-05-15,11577,52207,25079,18898,5,169168.09999999998,5571,Brand Awareness,Dog Food,North
2024-12-27,38350,65255,22101,14789,5,232277.6,4956,New Product Launch,Dog Toys,South
2024-07-04,43798,55288,5642,7525,15,192377.9,6365,Seasonal Sale,Cat Toys,North
2024-05-23,20785,40995,33016,19815,15,179090.2,5900,Seasonal Sale,Cat Toys,North
2024-03-12,71957,20409,23932,19623,10,233422.2,4756,New Product Launch,Dog Food,East
2024-05-08,75431,57438,29945,17985,20,301256.5,6512,New Product Launch,Cat Toys,South
2024-12-29,27297,59874,12549,8761,20,179996.9,5432,Seasonal Sale,Cat Food,North
2024-09-17,73772,59702,18397,11141,15,284071.5,5263,Brand Awareness,Cat Toys,East
2024-01-03,29581,44823,30362,18989,15,195759.8,5855,Seasonal Sale,Dog Toys,West
2024-04-13,65192,22869,38717,7742,10,227975.1,6747,New Product Launch,Dog Toys,North
2024-08-11,11462,50724,28016,9635,15,150532.7,6782,Brand Awareness,Dog Toys,West
2024-11-15,74173,37401,19732,9425,10,251368.4,5093,Seasonal Sale,Cat Food,South
2024-12-27,25511,40958,31911,13661,10,180966.30000000002,6786,Brand Awareness,Dog Food,North
2024-12-19,58665,25766,22866,8830,20,200098.2,6815,Brand Awareness,Cat Food,West
2024-01-10,54414,34768,32621,11992,10,226325.40000000002,4743,New Product Launch,Cat Food,West
2024-10-28,23386,45794,17823,5533,20,159842.9,6323,Discount Offer,Cat Food,South
2024-08-18,64460,41145,34986,19250,20,271022.7,4232,Seasonal Sale,Cat Toys,East
2024-08-06,16221,25086,19690,9562,20,121894.2,6101,New Product Launch,Dog Food,East
2024-03-06,33474,58203,15956,12120,15,197193.7,4256,Seasonal Sale,Cat Toys,North
2024-04-21,31045,41442,26303,17247,20,192848.30000000002,6028,Discount Offer,Cat Food,West
2024-01-13,14922,31412,34674,11563,10,143187.09999999998,6137,Discount Offer,Dog Toys,East
2024-03-26,32706,40596,7058,16871,15,161791.7,5761,Discount Offer,Cat Food,North
2024-08-21,52771,25255,16519,12289,10,190350.19999999998,5929,Discount Offer,Dog Food,West
2024-03-30,62335,57406,36115,9087,15,273890.7,5458,Seasonal Sale,Dog Toys,North
2024-11-09,62949,55524,5730,13953,10,240138.3,5648,Brand Awareness,Dog Food,South
2024-02-23,25240,38332,6832,18293,5,145663.7,4407,Brand Awareness,Cat Food,North
2024-01-12,12716,59624,27889,14082,5,181261.0,5692,Discount Offer,Dog Food,South
2024-07-27,26574,30764,9179,7355,5,130946.3,5977,Discount Offer,Cat Toys,West
2024-01-14,54066,42563,11299,6955,10,211283.8,6413,Brand Awareness,Dog Toys,West
2024-04-30,71826,37139,12830,7971,15,228551.6,6398,New Product Launch,Dog Food,West
2024-01-20,30213,51370,27441,19669,20,200537.1,5322,Discount Offer,Dog Toys,North
2024-03-15,76151,20062,11615,18241,20,227821.1,5929,Brand Awareness,Dog Toys,West
2024-08-30,60906,59645,11762,10539,10,247287.8,5182,New Product Launch,Cat Food,West
2024-08-10,10463,22244,29709,12493,10,121138.09999999999,6534,Brand Awareness,Cat Food,South
2024-03-10,41973,21372,28434,6672,10,168624.0,4841,New Product Launch,Dog Toys,West
2024-11-07,30651,54873,26343,7836,10,190015.7,4983,Seasonal Sale,Dog Food,West
2024-07-29,78694,34965,20739,9927,20,250980.0,5760,New Product Launch,Dog Toys,West
2024-04-10,30008,66914,5666,9939,15,192379.1,5378,Discount Offer,Cat Food,East
2024-07-04,48185,59997,38044,8644,20,247367.69999999998,4620,New Product Launch,Dog Food,West
2024-05-11,44980,31956,32883,7297,10,202856.30000000002,4929,New Product Launch,Dog Toys,North
2024-04-20,32504,55473,19063,9061,5,198998.2,6448,Discount Offer,Cat Food,South
2024-05-11,64970,28894,38649,8166,20,233935.4,5730,Seasonal Sale,Dog Toys,West
2024-01-20,26766,60048,39828,14511,5,222408.7,6617,New Product Launch,Dog Toys,North
2024-01-24,21695,48382,14429,5183,5,153493.09999999998,4974,Seasonal Sale,Dog Toys,South
